"reg";"cl_age90";"jour";"hosp";"rea";"rad";"dc"
"24";"29";2020-03-21;1;0;0;0
"24";"39";2020-03-21;1;0;1;0
"24";"49";2020-03-21;3;1;0;0
"24";"59";2020-03-21;7;2;2;0
"24";"69";2020-03-21;14;4;1;0
"24";"79";2020-03-21;18;7;2;1
"24";"89";2020-03-21;12;1;0;2
"24";"90";2020-03-21;7;0;0;0
"27";"0";2020-03-21;297;82;104;35
"27";"09";2020-03-21;1;0;0;0
"27";"19";2020-03-21;0;0;1;0
"27";"29";2020-03-21;3;1;10;0
"27";"39";2020-03-21;8;2;9;0
"27";"49";2020-03-21;14;4;12;0
"27";"59";2020-03-21;35;14;21;2
"27";"69";2020-03-21;66;25;9;1
"27";"79";2020-03-21;70;21;15;11
"27";"89";2020-03-21;72;14;15;15
"27";"90";2020-03-21;27;0;11;6
"28";"0";2020-03-21;100;22;15;6
"28";"09";2020-03-21;0;0;0;0
"28";"19";2020-03-21;0;0;0;0
"28";"29";2020-03-21;1;0;2;0
"28";"39";2020-03-21;3;1;0;0
"28";"49";2020-03-21;7;1;1;0
"28";"59";2020-03-21;10;1;5;0
"28";"69";2020-03-21;18;10;5;1
"28";"79";2020-03-21;29;6;1;1
"28";"89";2020-03-21;24;3;1;3
"28";"90";2020-03-21;8;0;0;1
"32";"0";2020-03-21;439;147;162;58
"32";"09";2020-03-21;1;0;13;0
"32";"19";2020-03-21;3;0;1;0
"32";"29";2020-03-21;9;2;13;0
"32";"39";2020-03-21;14;7;27;0
"32";"49";2020-03-21;22;8;27;0
"32";"59";2020-03-21;50;25;28;0
"32";"69";2020-03-21;83;43;11;7
"32";"79";2020-03-21;112;50;18;18
"32";"89";2020-03-21;112;11;14;29
"32";"90";2020-03-21;32;0;9;4
"44";"0";2020-03-21;1556;349;355;227
"44";"09";2020-03-21;10;0;44;0
"44";"19";2020-03-21;2;1;5;0
"44";"29";2020-03-21;16;3;16;0
"44";"39";2020-03-21;35;11;23;0
"44";"49";2020-03-21;79;26;24;2
"44";"59";2020-03-21;166;50;54;6
"44";"69";2020-03-21;327;111;49;18
"44";"79";2020-03-21;399;117;58;47
"44";"89";2020-03-21;342;21;48;100
"44";"90";2020-03-21;124;0;18;50
"52";"0";2020-03-21;88;23;63;3
"52";"09";2020-03-21;0;0;0;0
"52";"19";2020-03-21;0;0;0;0
"52";"29";2020-03-21;1;0;7;0
"52";"39";2020-03-21;1;0;4;0
"52";"49";2020-03-21;5;1;14;0
"52";"59";2020-03-21;11;3;11;0
"52";"69";2020-03-21;19;7;15;0
"52";"79";2020-03-21;26;7;6;0
"52";"89";2020-03-21;16;4;5;1
"52";"90";2020-03-21;8;0;1;2
"53";"0";2020-03-21;122;26;55;15
"53";"09";2020-03-21;0;0;2;0
"53";"19";2020-03-21;0;0;0;0
"53";"29";2020-03-21;2;0;3;0
"53";"39";2020-03-21;5;1;4;0
"53";"49";2020-03-21;3;0;1;0
"53";"59";2020-03-21;14;4;10;0
"53";"69";2020-03-21;19;2;16;1
"53";"79";2020-03-21;35;13;14;2
"53";"89";2020-03-21;31;6;4;8
"53";"90";2020-03-21;11;0;1;4
"75";"0";2020-03-21;118;32;36;5
"75";"09";2020-03-21;1;0;0;0
"75";"19";2020-03-21;0;0;1;0
"75";"29";2020-03-21;4;1;4;0
"75";"39";2020-03-21;1;0;7;0
"75";"49";2020-03-21;6;2;4;0
"75";"59";2020-03-21;13;6;5;1
"75";"69";2020-03-21;23;9;8;1
"75";"79";2020-03-21;25;9;4;0
"75";"89";2020-03-21;36;5;1;2
"75";"90";2020-03-21;8;0;1;1
"76";"0";2020-03-21;206;72;96;26
"76";"09";2020-03-21;1;0;7;0
"76";"19";2020-03-21;0;0;4;0
"76";"29";2020-03-21;3;1;8;1
"76";"39";2020-03-21;5;3;11;0
"76";"49";2020-03-21;18;7;9;0
"76";"59";2020-03-21;25;10;23;1
"76";"69";2020-03-21;47;21;12;1
"76";"79";2020-03-21;58;23;19;5
"76";"89";2020-03-21;35;5;3;15
"76";"90";2020-03-21;9;1;0;3
"84";"0";2020-03-21;581;97;200;40
"84";"09";2020-03-21;3;1;1;0
"84";"19";2020-03-21;0;0;2;0
"84";"29";2020-03-21;4;0;12;0
"84";"39";2020-03-21;16;2;22;1
"84";"49";2020-03-21;27;4;23;0
"84";"59";2020-03-21;49;15;29;1
"84";"69";2020-03-21;82;23;35;2
"84";"79";2020-03-21;159;41;45;10
"84";"89";2020-03-21;159;9;22;17
"84";"90";2020-03-21;71;0;8;9
"93";"0";2020-03-21;334;72;312;13
"93";"09";2020-03-21;1;0;6;0
"93";"19";2020-03-21;5;0;17;0
"93";"29";2020-03-21;7;1;43;0
"93";"39";2020-03-21;30;1;38;0
"93";"49";2020-03-21;47;8;59;0
"93";"59";2020-03-21;61;10;60;0
"93";"69";2020-03-21;70;14;44;1
"93";"79";2020-03-21;59;27;29;2
"93";"89";2020-03-21;36;7;15;9
"93";"90";2020-03-21;17;3;1;1
"94";"0";2020-03-21;68;14;35;4
"94";"09";2020-03-21;0;0;2;0
"94";"19";2020-03-21;0;0;1;0
"94";"29";2020-03-21;2;0;7;0
"94";"39";2020-03-21;1;0;6;0
"94";"49";2020-03-21;2;0;7;0
"94";"59";2020-03-21;10;3;5;0
"94";"69";2020-03-21;14;6;5;1
"94";"79";2020-03-21;17;4;1;2
"94";"89";2020-03-21;19;1;0;0
"94";"90";2020-03-21;3;0;1;1
"01";"0";2020-03-22;6;6;0;0
"01";"09";2020-03-22;0;0;0;0
"01";"19";2020-03-22;0;0;0;0
"01";"29";2020-03-22;0;0;0;0
"01";"39";2020-03-22;1;1;0;0
"01";"49";2020-03-22;0;0;0;0
"01";"59";2020-03-22;2;2;0;0
"01";"69";2020-03-22;2;2;0;0
"01";"79";2020-03-22;1;1;0;0
"01";"89";2020-03-22;0;0;0;0
"01";"90";2020-03-22;0;0;0;0
"02";"0";2020-03-22;19;5;0;1
"02";"09";2020-03-22;0;0;0;0
"02";"19";2020-03-22;0;0;0;0
"02";"29";2020-03-22;2;1;0;0
"02";"39";2020-03-22;3;0;0;0
"02";"49";2020-03-22;3;1;0;0
"02";"59";2020-03-22;6;0;0;0
"02";"69";2020-03-22;4;3;0;0
"02";"79";2020-03-22;1;0;0;0
"02";"89";2020-03-22;0;0;0;1
"02";"90";2020-03-22;0;0;0;0
"03";"0";2020-03-22;0;0;0;0
"03";"09";2020-03-22;0;0;0;0
"03";"19";2020-03-22;0;0;0;0
"03";"29";2020-03-22;0;0;0;0
"03";"39";2020-03-22;0;0;0;0
"03";"49";2020-03-22;0;0;0;0
"03";"59";2020-03-22;0;0;0;0
"03";"69";2020-03-22;0;0;0;0
"03";"79";2020-03-22;0;0;0;0
"03";"89";2020-03-22;0;0;0;0
"03";"90";2020-03-22;0;0;0;0
"04";"0";2020-03-22;2;2;0;0
"04";"09";2020-03-22;0;0;0;0
"04";"19";2020-03-22;0;0;0;0
"04";"29";2020-03-22;0;0;0;0
"04";"39";2020-03-22;0;0;0;0
"04";"49";2020-03-22;0;0;0;0
"04";"59";2020-03-22;0;0;0;0
"04";"69";2020-03-22;0;0;0;0
"04";"79";2020-03-22;1;1;0;0
"04";"89";2020-03-22;1;1;0;0
"04";"90";2020-03-22;0;0;0;0
"06";"0";2020-03-22;0;0;0;0
"06";"09";2020-03-22;0;0;0;0
"06";"19";2020-03-22;0;0;0;0
"06";"29";2020-03-22;0;0;0;0
"06";"39";2020-03-22;0;0;0;0
"06";"49";2020-03-22;0;0;0;0
"06";"59";2020-03-22;0;0;0;0
"06";"69";2020-03-22;0;0;0;0
"06";"79";2020-03-22;0;0;0;0
"06";"89";2020-03-22;0;0;0;0
"06";"90";2020-03-22;0;0;0;0
"11";"0";2020-03-22;2638;666;545;148
"11";"09";2020-03-22;16;2;10;0
"11";"19";2020-03-22;8;2;3;0
"11";"29";2020-03-22;39;9;41;0
"11";"39";2020-03-22;144;42;86;1
"11";"49";2020-03-22;252;70;63;5
"11";"59";2020-03-22;460;169;102;5
"11";"69";2020-03-22;513;153;94;21
"11";"79";2020-03-22;523;150;71;36
"11";"89";2020-03-22;445;59;56;58
"11";"90";2020-03-22;191;4;14;18
"24";"0";2020-03-22;74;21;10;3
"24";"09";2020-03-22;0;0;0;0
"24";"19";2020-03-22;0;0;1;0
"24";"29";2020-03-22;1;0;0;0
"24";"39";2020-03-22;1;0;1;0
"24";"49";2020-03-22;4;2;1;0
"24";"59";2020-03-22;8;3;2;0
"24";"69";2020-03-22;16;7;2;0
"24";"79";2020-03-22;23;8;2;1
"24";"89";2020-03-22;12;1;1;2
"24";"90";2020-03-22;9;0;0;0
"27";"0";2020-03-22;353;90;180;48
"27";"09";2020-03-22;1;0;0;0
"27";"19";2020-03-22;1;0;2;0
"27";"29";2020-03-22;4;1;16;0
"27";"39";2020-03-22;9;2;15;0
"27";"49";2020-03-22;17;3;22;1
"27";"59";2020-03-22;41;15;34;2
"27";"69";2020-03-22;76;27;21;5
"27";"79";2020-03-22;87;26;24;13
"27";"89";2020-03-22;88;15;27;18
"27";"90";2020-03-22;28;0;18;9
"28";"0";2020-03-22;125;29;17;8
"28";"09";2020-03-22;0;0;0;0
"28";"19";2020-03-22;0;0;0;0
"28";"29";2020-03-22;3;0;2;0
"28";"39";2020-03-22;4;1;0;0
"28";"49";2020-03-22;7;2;1;0
"28";"59";2020-03-22;14;2;5;0
"28";"69";2020-03-22;26;12;6;1
"28";"79";2020-03-22;35;9;2;2
"28";"89";2020-03-22;24;3;1;4
"28";"90";2020-03-22;11;0;0;1
"32";"0";2020-03-22;490;156;178;69
"32";"09";2020-03-22;1;0;13;0
"32";"19";2020-03-22;2;0;2;0
"32";"29";2020-03-22;11;2;15;0
"32";"39";2020-03-22;18;8;29;0
"32";"49";2020-03-22;21;9;32;1
"32";"59";2020-03-22;58;29;28;0
"32";"69";2020-03-22;90;43;12;10
"32";"79";2020-03-22;126;52;22;21
"32";"89";2020-03-22;124;12;15;31
"32";"90";2020-03-22;38;0;9;6
"44";"0";2020-03-22;1744;385;398;266
"44";"09";2020-03-22;8;0;47;0
"44";"19";2020-03-22;2;1;5;0
"44";"29";2020-03-22;18;1;16;0
"44";"39";2020-03-22;38;11;26;0
"44";"49";2020-03-22;94;30;26;2
"44";"59";2020-03-22;181;55;64;6
"44";"69";2020-03-22;364;122;54;21
"44";"79";2020-03-22;460;136;69;63
"44";"89";2020-03-22;393;22;53;115
"44";"90";2020-03-22;137;0;21;55
"52";"0";2020-03-22;107;28;73;4
"52";"09";2020-03-22;0;0;0;0
"52";"19";2020-03-22;0;0;0;0
"52";"29";2020-03-22;1;0;7;0
"52";"39";2020-03-22;1;0;5;0
"52";"49";2020-03-22;6;1;16;0
"52";"59";2020-03-22;15;3;13;0
"52";"69";2020-03-22;27;11;15;0
"52";"79";2020-03-22;30;9;8;0
"52";"89";2020-03-22;18;3;7;2
"52";"90";2020-03-22;7;0;2;2
"53";"0";2020-03-22;130;31;62;17
"53";"09";2020-03-22;0;0;3;0
"53";"19";2020-03-22;0;0;0;0
"53";"29";2020-03-22;3;0;3;0
"53";"39";2020-03-22;8;1;4;0
"53";"49";2020-03-22;3;0;1;0
"53";"59";2020-03-22;18;8;11;0
"53";"69";2020-03-22;19;4;18;1
"53";"79";2020-03-22;36;12;17;3
"53";"89";2020-03-22;30;6;4;9
"53";"90";2020-03-22;11;0;1;4
"75";"0";2020-03-22;149;41;39;9
"75";"09";2020-03-22;2;0;0;0
"75";"19";2020-03-22;1;0;1;0
"75";"29";2020-03-22;4;1;4;0
"75";"39";2020-03-22;2;0;8;0
"75";"49";2020-03-22;8;2;4;0
"75";"59";2020-03-22;22;10;5;1
"75";"69";2020-03-22;28;10;8;1
"75";"79";2020-03-22;29;11;5;0
"75";"89";2020-03-22;44;6;1;5
"75";"90";2020-03-22;7;0;1;2
"76";"0";2020-03-22;261;73;108;28
"76";"09";2020-03-22;3;0;7;0
"76";"19";2020-03-22;0;0;4;0
"76";"29";2020-03-22;2;0;9;1
"76";"39";2020-03-22;8;2;11;0
"76";"49";2020-03-22;23;8;12;0
"76";"59";2020-03-22;34;10;26;1
"76";"69";2020-03-22;60;22;14;1
"76";"79";2020-03-22;71;23;22;4
"76";"89";2020-03-22;46;7;2;18
"76";"90";2020-03-22;11;1;0;3
"84";"0";2020-03-22;679;119;220;52
"84";"09";2020-03-22;5;1;1;0
"84";"19";2020-03-22;0;0;2;0
"84";"29";2020-03-22;6;1;12;0
"84";"39";2020-03-22;18;3;24;1
"84";"49";2020-03-22;30;6;30;0
"84";"59";2020-03-22;63;17;32;1
"84";"69";2020-03-22;97;31;42;2
"84";"79";2020-03-22;189;47;46;13
"84";"89";2020-03-22;179;10;22;20
"84";"90";2020-03-22;78;0;8;15
"93";"0";2020-03-22;391;79;337;15
"93";"09";2020-03-22;1;0;6;0
"93";"19";2020-03-22;5;0;17;0
"93";"29";2020-03-22;7;1;47;0
"93";"39";2020-03-22;33;1;39;0
"93";"49";2020-03-22;50;8;66;0
"93";"59";2020-03-22;72;13;67;0
"93";"69";2020-03-22;79;17;49;1
"93";"79";2020-03-22;73;28;29;2
"93";"89";2020-03-22;47;7;15;10
"93";"90";2020-03-22;22;3;2;2
"94";"0";2020-03-22;72;15;36;6
"94";"09";2020-03-22;0;0;2;0
"94";"19";2020-03-22;0;0;1;0
"94";"29";2020-03-22;3;0;8;0
"94";"39";2020-03-22;1;0;6;0
"94";"49";2020-03-22;3;0;7;0
"94";"59";2020-03-22;10;2;5;0
"94";"69";2020-03-22;16;7;5;1
"94";"79";2020-03-22;18;5;1;2
"94";"89";2020-03-22;18;1;0;2
"94";"90";2020-03-22;3;0;1;1
"01";"0";2020-03-23;6;6;0;0
"01";"09";2020-03-23;0;0;0;0
"01";"19";2020-03-23;0;0;0;0
"01";"29";2020-03-23;0;0;0;0
"01";"39";2020-03-23;1;1;0;0
"01";"49";2020-03-23;0;0;0;0
"01";"59";2020-03-23;2;2;0;0
"01";"69";2020-03-23;2;2;0;0
"01";"79";2020-03-23;1;1;0;0
"01";"89";2020-03-23;0;0;0;0
"01";"90";2020-03-23;0;0;0;0
"02";"0";2020-03-23;19;5;0;1
"02";"09";2020-03-23;0;0;0;0
"02";"19";2020-03-23;0;0;0;0
"02";"29";2020-03-23;2;1;0;0
"02";"39";2020-03-23;3;0;0;0
"02";"49";2020-03-23;3;1;0;0
"02";"59";2020-03-23;6;0;0;0
"02";"69";2020-03-23;4;3;0;0
"02";"79";2020-03-23;1;0;0;0
"02";"89";2020-03-23;0;0;0;1
"02";"90";2020-03-23;0;0;0;0
"03";"0";2020-03-23;0;0;0;0
"03";"09";2020-03-23;0;0;0;0
"03";"19";2020-03-23;0;0;0;0
"03";"29";2020-03-23;0;0;0;0
"03";"39";2020-03-23;0;0;0;0
"03";"49";2020-03-23;0;0;0;0
"03";"59";2020-03-23;0;0;0;0
"03";"69";2020-03-23;0;0;0;0
"03";"79";2020-03-23;0;0;0;0
"03";"89";2020-03-23;0;0;0;0
"03";"90";2020-03-23;0;0;0;0
"04";"0";2020-03-23;2;2;0;0
"04";"09";2020-03-23;0;0;0;0
"04";"19";2020-03-23;0;0;0;0
"04";"29";2020-03-23;0;0;0;0
"04";"39";2020-03-23;0;0;0;0
"04";"49";2020-03-23;0;0;0;0
"04";"59";2020-03-23;0;0;0;0
"04";"69";2020-03-23;0;0;0;0
"04";"79";2020-03-23;1;1;0;0
"04";"89";2020-03-23;1;1;0;0
"04";"90";2020-03-23;0;0;0;0
"06";"0";2020-03-23;0;0;0;0
"06";"09";2020-03-23;0;0;0;0
"06";"19";2020-03-23;0;0;0;0
"06";"29";2020-03-23;0;0;0;0
"06";"39";2020-03-23;0;0;0;0
"06";"49";2020-03-23;0;0;0;0
"06";"59";2020-03-23;0;0;0;0
"06";"69";2020-03-23;0;0;0;0
"06";"79";2020-03-23;0;0;0;0
"06";"89";2020-03-23;0;0;0;0
"06";"90";2020-03-23;0;0;0;0
"11";"0";2020-03-23;3142;787;665;193
"11";"09";2020-03-23;20;5;16;0
"11";"19";2020-03-23;7;2;4;0
"11";"29";2020-03-23;48;9;47;0
"11";"39";2020-03-23;179;53;103;1
"11";"49";2020-03-23;293;79;88;5
"11";"59";2020-03-23;557;200;128;9
"11";"69";2020-03-23;627;201;115;25
"11";"79";2020-03-23;600;176;81;50
"11";"89";2020-03-23;537;54;61;71
"11";"90";2020-03-23;229;4;16;26
"24";"0";2020-03-23;117;38;15;8
"24";"09";2020-03-23;0;0;0;0
"24";"19";2020-03-23;0;0;1;0
"24";"29";2020-03-23;1;0;0;0
"24";"39";2020-03-23;1;0;1;0
"24";"49";2020-03-23;11;4;1;0
"24";"59";2020-03-23;18;7;4;0
"24";"69";2020-03-23;18;11;4;0
"24";"79";2020-03-23;32;13;3;4
"24";"89";2020-03-23;23;3;1;3
"24";"90";2020-03-23;13;0;0;1
"27";"0";2020-03-23;411;99;198;62
"27";"09";2020-03-23;2;1;0;0
"27";"19";2020-03-23;1;0;2;0
"27";"29";2020-03-23;4;1;17;0
"27";"39";2020-03-23;14;2;17;0
"27";"49";2020-03-23;24;3;22;1
"27";"59";2020-03-23;46;18;41;2
"27";"69";2020-03-23;83;29;26;10
"27";"79";2020-03-23;98;31;25;15
"27";"89";2020-03-23;107;13;28;22
"27";"90";2020-03-23;31;0;19;12
"28";"0";2020-03-23;148;33;24;9
"28";"09";2020-03-23;0;0;0;0
"28";"19";2020-03-23;0;0;0;0
"28";"29";2020-03-23;4;1;4;0
"28";"39";2020-03-23;3;0;1;0
"28";"49";2020-03-23;9;2;3;0
"28";"59";2020-03-23;16;3;5;0
"28";"69";2020-03-23;33;13;6;1
"28";"79";2020-03-23;41;10;3;2
"28";"89";2020-03-23;29;3;2;5
"28";"90";2020-03-23;11;0;0;1
"32";"0";2020-03-23;612;187;201;86
"32";"09";2020-03-23;3;2;13;0
"32";"19";2020-03-23;3;0;2;0
"32";"29";2020-03-23;13;3;16;0
"32";"39";2020-03-23;23;9;30;0
"32";"49";2020-03-23;30;12;39;1
"32";"59";2020-03-23;73;35;32;2
"32";"69";2020-03-23;111;46;13;11
"32";"79";2020-03-23;158;62;28;26
"32";"89";2020-03-23;144;15;17;35
"32";"90";2020-03-23;48;0;10;11
"44";"0";2020-03-23;2011;432;470;327
"44";"09";2020-03-23;7;0;49;0
"44";"19";2020-03-23;3;1;6;0
"44";"29";2020-03-23;27;3;18;0
"44";"39";2020-03-23;52;15;33;0
"44";"49";2020-03-23;99;31;33;4
"44";"59";2020-03-23;212;66;77;7
"44";"69";2020-03-23;430;143;68;30
"44";"79";2020-03-23;537;147;81;77
"44";"89";2020-03-23;452;20;64;141
"44";"90";2020-03-23;145;0;20;64
"52";"0";2020-03-23;147;35;74;9
"52";"09";2020-03-23;0;0;0;0
"52";"19";2020-03-23;0;0;0;0
"52";"29";2020-03-23;2;0;7;0
"52";"39";2020-03-23;3;1;5;0
"52";"49";2020-03-23;10;1;17;0
"52";"59";2020-03-23;19;3;13;0
"52";"69";2020-03-23;33;15;15;0
"52";"79";2020-03-23;43;13;8;0
"52";"89";2020-03-23;26;1;7;6
"52";"90";2020-03-23;9;0;2;3
"53";"0";2020-03-23;132;30;68;23
"53";"09";2020-03-23;0;0;3;0
"53";"19";2020-03-23;0;0;0;0
"53";"29";2020-03-23;2;0;3;0
"53";"39";2020-03-23;8;1;4;0
"53";"49";2020-03-23;3;0;2;0
"53";"59";2020-03-23;19;9;12;0
"53";"69";2020-03-23;21;4;18;1
"53";"79";2020-03-23;43;12;19;4
"53";"89";2020-03-23;26;4;6;12
"53";"90";2020-03-23;8;0;1;6
"75";"0";2020-03-23;196;47;59;13
"75";"09";2020-03-23;3;0;4;0
"75";"19";2020-03-23;1;0;1;0
"75";"29";2020-03-23;5;1;10;0
"75";"39";2020-03-23;6;1;11;0
"75";"49";2020-03-23;9;2;6;0
"75";"59";2020-03-23;32;11;5;1
"75";"69";2020-03-23;36;12;9;2
"75";"79";2020-03-23;38;12;7;1
"75";"89";2020-03-23;56;7;3;6
"75";"90";2020-03-23;9;0;1;3
"76";"0";2020-03-23;331;101;117;32
"76";"09";2020-03-23;5;0;7;0
"76";"19";2020-03-23;0;0;4;0
"76";"29";2020-03-23;3;1;10;1
"76";"39";2020-03-23;11;1;13;0
"76";"49";2020-03-23;35;13;12;0
"76";"59";2020-03-23;43;15;30;2
"76";"69";2020-03-23;78;29;16;1
"76";"79";2020-03-23;91;32;22;5
"76";"89";2020-03-23;52;9;3;20
"76";"90";2020-03-23;12;1;0;3
"84";"0";2020-03-23;853;157;254;70
"84";"09";2020-03-23;3;1;3;0
"84";"19";2020-03-23;0;0;2;0
"84";"29";2020-03-23;6;2;17;0
"84";"39";2020-03-23;22;2;27;1
"84";"49";2020-03-23;37;10;34;0
"84";"59";2020-03-23;81;22;38;1
"84";"69";2020-03-23;138;48;43;4
"84";"79";2020-03-23;232;56;51;17
"84";"89";2020-03-23;221;14;26;27
"84";"90";2020-03-23;96;0;9;20
"93";"0";2020-03-23;481;112;377;20
"93";"09";2020-03-23;1;0;6;0
"93";"19";2020-03-23;5;0;17;0
"93";"29";2020-03-23;10;3;50;0
"93";"39";2020-03-23;36;1;46;0
"93";"49";2020-03-23;53;12;72;0
"93";"59";2020-03-23;84;17;79;0
"93";"69";2020-03-23;103;31;57;1
"93";"79";2020-03-23;90;34;32;4
"93";"89";2020-03-23;67;9;16;12
"93";"90";2020-03-23;27;3;2;3
"94";"0";2020-03-23;65;9;45;7
"94";"09";2020-03-23;0;0;3;0
"94";"19";2020-03-23;0;0;1;0
"94";"29";2020-03-23;2;0;10;0
"94";"39";2020-03-23;1;0;7;0
"94";"49";2020-03-23;2;0;8;0
"94";"59";2020-03-23;10;2;6;0
"94";"69";2020-03-23;6;3;6;1
"94";"79";2020-03-23;18;3;1;2
"94";"89";2020-03-23;20;1;1;3
"94";"90";2020-03-23;6;0;2;1
"01";"0";2020-03-24;6;6;0;0
"01";"09";2020-03-24;0;0;0;0
"01";"19";2020-03-24;0;0;0;0
"01";"29";2020-03-24;0;0;0;0
"01";"39";2020-03-24;1;1;0;0
"01";"49";2020-03-24;0;0;0;0
"01";"59";2020-03-24;2;2;0;0
"01";"69";2020-03-24;2;2;0;0
"01";"79";2020-03-24;1;1;0;0
"01";"89";2020-03-24;0;0;0;0
"01";"90";2020-03-24;0;0;0;0
"02";"0";2020-03-24;13;5;11;1
"02";"09";2020-03-24;0;0;0;0
"02";"19";2020-03-24;0;0;0;0
"02";"29";2020-03-24;1;0;2;0
"02";"39";2020-03-24;1;0;2;0
"02";"49";2020-03-24;3;1;1;0
"02";"59";2020-03-24;4;2;4;0
"02";"69";2020-03-24;3;2;1;0
"02";"79";2020-03-24;1;0;1;0
"02";"89";2020-03-24;0;0;0;1
"02";"90";2020-03-24;0;0;0;0
"03";"0";2020-03-24;0;0;0;0
"03";"09";2020-03-24;0;0;0;0
"03";"19";2020-03-24;0;0;0;0
"03";"29";2020-03-24;0;0;0;0
"03";"39";2020-03-24;0;0;0;0
"03";"49";2020-03-24;0;0;0;0
"03";"59";2020-03-24;0;0;0;0
"03";"69";2020-03-24;0;0;0;0
"03";"79";2020-03-24;0;0;0;0
"03";"89";2020-03-24;0;0;0;0
"03";"90";2020-03-24;0;0;0;0
"04";"0";2020-03-24;3;3;0;0
"04";"09";2020-03-24;0;0;0;0
"04";"19";2020-03-24;0;0;0;0
"04";"29";2020-03-24;0;0;0;0
"04";"39";2020-03-24;0;0;0;0
"04";"49";2020-03-24;0;0;0;0
"04";"59";2020-03-24;0;0;0;0
"04";"69";2020-03-24;0;0;0;0
"04";"79";2020-03-24;2;2;0;0
"04";"89";2020-03-24;1;1;0;0
"04";"90";2020-03-24;0;0;0;0
"06";"0";2020-03-24;0;0;0;0
"06";"09";2020-03-24;0;0;0;0
"06";"19";2020-03-24;0;0;0;0
"06";"29";2020-03-24;0;0;0;0
"06";"39";2020-03-24;0;0;0;0
"06";"49";2020-03-24;0;0;0;0
"06";"59";2020-03-24;0;0;0;0
"06";"69";2020-03-24;0;0;0;0
"06";"79";2020-03-24;0;0;0;0
"06";"89";2020-03-24;0;0;0;0
"06";"90";2020-03-24;0;0;0;0
"11";"0";2020-03-24;3683;973;854;262
"11";"09";2020-03-24;17;4;22;0
"11";"19";2020-03-24;8;2;4;0
"11";"29";2020-03-24;55;12;62;0
"11";"39";2020-03-24;204;65;121;2
"11";"49";2020-03-24;347;98;122;6
"11";"59";2020-03-24;657;248;167;12
"11";"69";2020-03-24;777;258;157;34
"11";"79";2020-03-24;713;213;99;65
"11";"89";2020-03-24;610;61;73;98
"11";"90";2020-03-24;256;2;19;37
"24";"0";2020-03-24;137;44;24;9
"24";"09";2020-03-24;0;0;1;0
"24";"19";2020-03-24;0;0;1;0
"24";"29";2020-03-24;0;0;1;0
"24";"39";2020-03-24;1;0;1;0
"24";"49";2020-03-24;11;5;3;0
"24";"59";2020-03-24;18;6;5;0
"24";"69";2020-03-24;25;14;6;0
"24";"79";2020-03-24;37;13;4;4
"24";"89";2020-03-24;31;5;2;4
"24";"90";2020-03-24;14;1;0;1
"27";"0";2020-03-24;477;121;285;85
"27";"09";2020-03-24;2;1;2;0
"27";"19";2020-03-24;1;0;4;0
"27";"29";2020-03-24;5;1;22;0
"27";"39";2020-03-24;14;2;37;0
"27";"49";2020-03-24;23;4;39;1
"27";"59";2020-03-24;60;22;51;2
"27";"69";2020-03-24;99;34;35;10
"27";"79";2020-03-24;114;42;35;22
"27";"89";2020-03-24;122;14;38;35
"27";"90";2020-03-24;37;1;21;15
"28";"0";2020-03-24;170;40;32;15
"28";"09";2020-03-24;0;0;0;0
"28";"19";2020-03-24;0;0;0;0
"28";"29";2020-03-24;2;1;7;0
"28";"39";2020-03-24;4;0;2;0
"28";"49";2020-03-24;12;4;3;0
"28";"59";2020-03-24;17;2;7;1
"28";"69";2020-03-24;34;13;7;3
"28";"79";2020-03-24;51;16;3;3
"28";"89";2020-03-24;35;3;3;6
"28";"90";2020-03-24;12;0;0;2
"32";"0";2020-03-24;711;208;250;109
"32";"09";2020-03-24;4;2;14;0
"32";"19";2020-03-24;1;0;3;0
"32";"29";2020-03-24;11;3;23;0
"32";"39";2020-03-24;25;7;41;0
"32";"49";2020-03-24;38;13;45;1
"32";"59";2020-03-24;93;41;39;4
"32";"69";2020-03-24;137;53;19;16
"32";"79";2020-03-24;187;72;33;32
"32";"89";2020-03-24;155;15;22;42
"32";"90";2020-03-24;53;0;10;13
"44";"0";2020-03-24;2402;504;619;407
"44";"09";2020-03-24;7;0;52;0
"44";"19";2020-03-24;3;1;6;0
"44";"29";2020-03-24;29;5;25;0
"44";"39";2020-03-24;60;17;42;0
"44";"49";2020-03-24;126;37;45;4
"44";"59";2020-03-24;255;80;96;10
"44";"69";2020-03-24;491;152;100;39
"44";"79";2020-03-24;649;173;115;93
"44";"89";2020-03-24;547;30;92;175
"44";"90";2020-03-24;190;0;22;82
"52";"0";2020-03-24;187;43;93;13
"52";"09";2020-03-24;0;0;0;0
"52";"19";2020-03-24;0;0;0;0
"52";"29";2020-03-24;3;0;10;0
"52";"39";2020-03-24;4;1;6;0
"52";"49";2020-03-24;12;2;21;0
"52";"59";2020-03-24;20;6;19;0
"52";"69";2020-03-24;39;16;18;0
"52";"79";2020-03-24;53;15;9;0
"52";"89";2020-03-24;42;2;8;8
"52";"90";2020-03-24;13;0;2;5
"53";"0";2020-03-24;133;30;86;25
"53";"09";2020-03-24;1;0;3;0
"53";"19";2020-03-24;0;0;0;0
"53";"29";2020-03-24;2;0;3;0
"53";"39";2020-03-24;7;1;6;0
"53";"49";2020-03-24;4;0;3;0
"53";"59";2020-03-24;18;10;15;0
